Name,Type,Address,Entity,Canton,Municipality,Latitude,Longitude,Phone,Email,Web address
JU OŠ “Kiseljak” Kiseljak,Elementary,1. Maja 117,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.490267,18.569868,38735382184,oskiseljak@hotmail.com,
JU OŠ “Kreka” Tuzla,Elementary,Bosne Srebrene 119,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.533479,18.657529,38735227047,oskreka@yahoo.com,
JU OŠ „Lipnica” Lipnica,Elementary,S. Matijevi?a 2,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.570087,18.612136,38735806220,juos.lipnica@bih.net.ba,
JU OŠ “Miladije” Tuzla,Elementary,Hasana Kikica 7,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.526031,18.641635,38735398075,os_miladije@hotmail.com,www.osmiladije.com
JU OŠ “Mramor” Mramor,Elementary,"Rudarska 149, Stari Mramor",Federation Of Bosnia and Herzegovina,TK,Tuzla,44.578139,18.563951,38735810414,adem_bajric@hotmail.com,www.freewebsmramoros.com
JU OŠ “Pasci” Pasci,Elementary,"Pasci Donji bb, Par Selo ",Federation Of Bosnia and Herzegovina,TK,Tuzla,44.49461,18.668881,38735318121,muhamed_odobasic@yahoo.com ,
JU OŠ “Pazar” Tuzla,Elementary,Pazar 1,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.538888,18.669171,38735270045,os.pazar@bih.net.ba,www.ospazar.edu.ba
JU OŠ “Simin Han” Tuzla,Elementary,Sarajac 4,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.52449,18.743863,38735312921,senadap@multicom.ba ,www.multicom.ba/siminhan
JU OŠ “Slavinovi?i” Tuzla,Elementary,Žarka Vukovi?a Pucara 15,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.529701,18.717841,38735225765,osslavin@yahoo.com,
JU OŠ “Solina” Tuzla,Elementary,Veljka Luki?a Kurjaka 167,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.567866,18.693296,38735269424,skola.solina@bih.net.ba,
JU OŠ “Tušanj” Tuzla,Elementary,4. Jula 29,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.543089,18.66214,38735311051,tusanj@hotmail.com,www.os-tusanj.tk
JU OŠ “Br?anska Malta” Tuzla,Elementary,Miroslava Krleže 27,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.538628,18.695868,38735362990,b.malta@bih.net.ba,
JU OŠ “Centar” Tuzla,Elementary,Mirze Delibaši?a 14,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.536277,18.683784,38735275120,oscentar@bih.net.ba,
JU OŠ “Gornja Tuzla” Gornja Tuzla,Elementary,Abdurahmana Sara?evi?a 163,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.556716,18.761571,38735391003,osgt@wispi.ba,
JU OŠ “Mejdan” Tuzla,Elementary,Muftije-efendije Kurta bb,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.536334,18.664878,38735315370,osmejdan@bih.net.ba,http://mejdan.cjb.net
JU OŠ “Novi Grad” Tuzla,Elementary,DR.Ivana Ribara 17,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.532055,18.694272,38735250851,ngrad@bih.net.ba,www.osngtz.edu.ba
JU OŠ “Podrinje” Mihatovi?i,Elementary,Mihatovi?i bb,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.53948,18.564039,38735216285,skola.podrinje@gmail.com,
JU OŠ 'Sveti Franjo' Tuzla,Elementary,Klosterska 10,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.536614,18.680785,38735300842,direktor.os@ksc-tuzla.edu.ba,www.ksc-tuzla.edu.ba
JU Zavod za odgoj i obrazovanje djece sa smetnjama u psihi?kom i tjelesnom razvoju Tuzla,Elementary,Kre?anska 5,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.538119,18.658072,38735281427,muratovicdamir@gmail.com,
JU OŠ “Sjenjak” Tuzla,Elementary,Ismeta Mujezinovi?a bb,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.533119,18.704398,38735261666,ossjenjak@yahoo.com,www.juossjenjak.com.ba
JU Centar za obrazovanje i vaspitanje i rehabilitaciju slušanja i govora,Elementary,Husinskih rudara 161,Federation Of Bosnia and Herzegovina,TK,Tuzla,44.526997,18.635152,38735312390,gest.tuz@bih.net.ba,
JU Druga osnovna škola Živinice,Elementary,Druga ulica 46,Federation Of Bosnia and Herzegovina,TK,Živinice,44.445891,18.654079,38735775045,drugaosz@yahoo.com,www.drugaos.tk
JU OŠ “Bašigovci” Bašigovci,Elementary,Bašigovci bb,Federation Of Bosnia and Herzegovina,TK,Živinice,44.412588,18.696996,38735769473,juosbasigovci@hotmail.com,www.osbasigovci.web1000.com
JU OŠ “Dubrave” Dubrave,Elementary,Dubrave Donje bb,Federation Of Bosnia and Herzegovina,TK,Živinice,44.473776,18.699586,38735813014,osdubrave@gmail.com,www.os-dubrave.web1000.com
JU OŠ “?ur?evik” ?ur?evik,Elementary,?ur?evik bb,Federation Of Bosnia and Herzegovina,TK,Živinice,44.399324,18.663844,38735762095,red_huso@yahoo.com,www.juosdjurdjevik.tk
JU OŠ “Gra?anica” Gra?anica,Elementary,Gracanica Selo kod Živinica,Federation Of Bosnia and Herzegovina,TK,Živinice,44.397756,18.766121,3.87E+10,aljo_osgracanica@yahoo.com,
JU OŠ “Šeri?i” Šeri?i,Elementary,Šerici bb,Federation Of Bosnia and Herzegovina,TK,Živinice,44.470691,18.557778,38735760221,osserici@gmail.com,www.osserici.com
JU OŠ “Viš?a” Viš?a,Elementary,Viš?a bb,Federation Of Bosnia and Herzegovina,TK,Živinice,44.41755,18.622219,38735767248,viscaos@live.com,
JU Prva osnovna škola Živinice,Elementary,II Krajiške brigade 19,Federation Of Bosnia and Herzegovina,TK,Živinice,44.454768,18.644405,38735740056,prvaosnovnaskolazivinice@yahoo.com,www.prvaosnovna.i8.com
JU OŠ “Živinice Gornje”,Elementary,Gornje Živinice,Federation Of Bosnia and Herzegovina,TK,Živinice,44.440688,18.617168,38735770224,o.s.g.zivinice@live.com,
Osnovna Škola 'Karaula' Travnik,Elementary,?osi?i bb,Federation Of Bosnia and Herzegovina,SBK,,44.26466233,17.50478476,38730535050,os.karaula@hotmail.com,
Druga Osnovna Škola Bugojno Bugojno,Elementary,Ul. Armije BiH br. 7,Federation Of Bosnia and Herzegovina,SBK,,44.05269226,17.44907579,38730251702,drosskola@bih.net.ba,
Osnovna Muzi?ka Škola 'Bugojno' Bugojno,Elementary,Slobode 149,Federation Of Bosnia and Herzegovina,SBK,,44.0527,17.449076,38730251181,osmuzicka.bu@bih.net.ba,
Prva Osnovna Škola Bugojno Bugojno,Elementary,Hendek VII/2,Federation Of Bosnia and Herzegovina,SBK,,44.05903961,17.45232082,38730251700,prvaosbu@bih.net.ba,
Tre?a Osnovna Škola Bugojno Bugojno,Elementary,Jakli? br. 2,Federation Of Bosnia and Herzegovina,SBK,,44.0476803,17.45222148,38730251701,trosjaklic@hotmail.com,
Osnovna Škola 'Gra?anica' Bugojno,Elementary,Gra?anica kod Bugojna,Federation Of Bosnia and Herzegovina,SBK,,44.00226076,17.49492172,38730281036,gracanca@bih.net.ba ,
Osnovna Škola 'Drvetine' Bugojno,Elementary,Drvetine - Bugojno,Federation Of Bosnia and Herzegovina,SBK,,44.10275601,17.45154429,38730277343,drvetine@hotmail.com,
Osnovna Škola 'Bristovi' Bugojno,Elementary,Rostovska bb,Federation Of Bosnia and Herzegovina,SBK,,44.06535522,17.47649152,38730250692,skola.bristovi@bih.net.ba,
Osnovna Škola 'Busova?a' Busova?a,Elementary,Nikole Šubi?a Zrinjskog bb,Federation Of Bosnia and Herzegovina,SBK,,44.10025714,17.87987545,38730733095,o.s.busovaca@gmail.com,
Osnovna Škola Ka?uni Busova?a,Elementary,Ka?uni bb,Federation Of Bosnia and Herzegovina,SBK,,44.06860358,17.93794775,38730591019,deno.1111@hotmail.com,
"Prva Osnovna Škola', Donji Vakuf Donji Vakuf",Elementary,Vrbaska bb,Federation Of Bosnia and Herzegovina,SBK,,44.14050759,17.40225425,38730205115,prvaosdonjivakuf@hotmail.com,
"Tre?a Osnovna Škola', Oborci Donji Vakuf",Elementary,Oborci bb,Federation Of Bosnia and Herzegovina,SBK,,44.19464502,17.41942178,38730261005,osoborci@bih.net.ba,
Osnovna Škola 'Muhsin Rizvi?' Fojnica,Elementary,Novo naselje 7,Federation Of Bosnia and Herzegovina,SBK,,43.9590903,17.90223652,38730831855,osmuhsinrizvic@bih.net.ba,
Osnovna Škola 'Gornji Vakuf' Gornji Vakuf - Uskoplje,Elementary,Omladinska bb,Federation Of Bosnia and Herzegovina,SBK,,43.93991548,17.59017375,38730265658,emirsin@yahoo.com,
Osnovna Škola 'Uskoplje' Gornji Vakuf - Uskoplje,Elementary,Bana Jela?i?a bb,Federation Of Bosnia and Herzegovina,SBK,,43.93734361,17.58189189,38730494018,os.uskoplje@tel.net.ba,
Osnovna Škola 'Gromiljak' Kiseljak,Elementary,Gromiljak bb,Federation Of Bosnia and Herzegovina,SBK,,43.96666803,18.0544354,38730877462,os.gromiljak@gmail.com,
Osnovna Škola 'Kiseljak 1' Bilalovac Kiseljak,Elementary,Bilalovac,Federation Of Bosnia and Herzegovina,SBK,,43.94220162,18.07753897,38730594005,oskiseljak1bilalovac@hotmail.com,
Osnovna Škola 'Dr. Boris ?ori?' Kreševo,Elementary,Fra Grge Marti?a 124,Federation Of Bosnia and Herzegovina,SBK,,43.86594657,18.04004456,38730806710,o.s.kresevo@gmail.com,
Osnovna Glazbena Škola Jakova Gotovca Novi Travnik Novi Travnik,Elementary,Stjepana Tomaševi?a bb,Federation Of Bosnia and Herzegovina,SBK,,44.17107685,17.65566999,38730791182,glazbena.skola-jakova.gotovca@tel.net.ba,
Osnovna Škola 'Novi Travnik' Novi Travnik,Elementary,Ljudevita Gaja bb,Federation Of Bosnia and Herzegovina,SBK,,44.17205946,17.65851731,38730793027,os.novi.travnik@tel.net.ba,
Osnovna Škola 'Safvet-Beg Bašagi?' Novi Travnik,Elementary,Omladinska bb,Federation Of Bosnia and Herzegovina,SBK,,44.16909292,17.65096017,38730525013,oskolasafvetn.tr@bih.net.ba,
Osnovna Muzi?ka Škola Travnik Travnik,Elementary,Luka?ka 6,Federation Of Bosnia and Herzegovina,SBK,,44.22493508,17.6634283,38730512130,muzickaskolatr@bih.net.ba,
Osnovna Škola 'Dolac' Travnik,Elementary,Dolac na Lašvi bb,Federation Of Bosnia and Herzegovina,SBK,,44.21725504,17.69059206,38730540737,os.skoladolac@bih.net.ba,
Osnovna Škola 'Gu?a Gora' Travnik,Elementary,Gu?a Gora bb,Federation Of Bosnia and Herzegovina,SBK,,44.24341613,17.73526607,38730560019,os.gucagora@bih.net.ba,
Osnovna Škola 'Han Bila' Travnik,Elementary,Han Bila bb,Federation Of Bosnia and Herzegovina,SBK,,44.23732548,17.75954881,38730562402,skola-hb@bih.net.ba,
Osnovna Škola 'Kalibunar' Travnik,Elementary,Vjekoslava Karas bb,Federation Of Bosnia and Herzegovina,SBK,,44.23189478,17.64176297,38730510442,oskola_kalibunar@bih.net.ba,
Osnovna Škola 'Mehuri?i' Travnik,Elementary,Mehuri?I bb,Federation Of Bosnia and Herzegovina,SBK,,44.27195943,17.73457461,38730564402,osmehurici@bih.net.ba,
Osnovna Škola 'Travnik' Travnik,Elementary,Školska bb,Federation Of Bosnia and Herzegovina,SBK,,44.22524549,17.65521634,38730518697,ostravnik@bih.net.ba,
Osnovna Škola 'Turbe' Travnik,Elementary,Aleja bb,Federation Of Bosnia and Herzegovina,SBK,,44.24123971,17.57118207,38730530092,osskola.turbe@bih.net.ba,
Osnovna Škola 'Bila' Vitez,Elementary,Marosi b.b.,Federation Of Bosnia and Herzegovina,SBK,,44.17728603,17.75794403,38730716243,skolabila@gmail.com,
Osnovna Škola 'Dubravica' Vitez,Elementary,22. Prosinca bb,Federation Of Bosnia and Herzegovina,SBK,,44.15204397,17.80926284,38730712775,skola.dubravica@gmail.com,
Osnovna Škola 'Vitez' Vitez,Elementary,Josipa Kurevije bb (H),Federation Of Bosnia and Herzegovina,SBK,,44.15121733,17.79022753,38730711579,osnovnaskola.vitez@gmail.com,
Osnovna Škola ''Vitez'' Vitez,Elementary,Josipa Kurevije bb (B),Federation Of Bosnia and Herzegovina,SBK,,44.15196934,17.789918,38730710998,os-vitez@tel.net.ba,
Osnovna Škola 'Nova Bila' Nova Bila,Elementary,Nova Bila bb,Federation Of Bosnia and Herzegovina,SBK,,44.18889596,17.73849308,38730708057,osnovabila@yahoo.com,
Prva Osnovna Škola' Bugojno Bugojno,Elementary,Jakli? V/2,Federation Of Bosnia and Herzegovina,SBK,,44.04787016,17.45268347,38730253440,posbugojno@yahoo.com,
Osnovna Škola 'Berta Ku?era' Jajce,Elementary,Fra Antuna Kneževi?a 8,Federation Of Bosnia and Herzegovina,SBK,,44.34199355,17.27431675,38730654297,bertajajce@gmail.com,
Osnovna Škola '13. Rujan' Jajce,Elementary,Volijak bb,Federation Of Bosnia and Herzegovina,SBK,,44.34581829,17.26409989,38730654133,os.13.rujan@tel.net.ba,
Osnovna Škola 'Bra?a Jezer?i?' Divi?ani - Jajce Jajce,Elementary,Divi?ani,Federation Of Bosnia and Herzegovina,SBK,,44.36607371,17.32592996,38730654612,os.divicani@gmail.com,
Osnovna Škola 'Voljevac' Gornji Vakuf - Uskoplje,Elementary,Voljevac bb,Federation Of Bosnia and Herzegovina,SBK,,43.87805999,17.66073242,38730260567,osvoljevac@bih.net.ba,
Osnovna Škola 'Paji? Polje' Gornji Vakuf - Uskoplje,Elementary,Paji? Polje bb,Federation Of Bosnia and Herzegovina,SBK,,43.97709984,17.52589563,38730286827,ppolje@bih.net.ba,
Osnovna Škola 'Hasan Kjafija-Pruš?ak' Donji Vakuf,Elementary,Prusac bb,Federation Of Bosnia and Herzegovina,SBK,,44.09374231,17.37797801,38730271162,drugaosprusac@gmail.com,
?etvrta Osnovna Škola' Donji Vakuf,Elementary,Torlakovac,Federation Of Bosnia and Herzegovina,SBK,,44.23065759,17.31285772,38730275111,os.torlakovac@bih.net.ba,
Osnovna Škola 'Edhem Mulabdi?' Novi Travnik,Elementary,Opara,Federation Of Bosnia and Herzegovina,SBK,,44.0923753,17.65155679,38730527002,skola-opara@hotmail.com,
Osnovna Škola 'Mehmedalija Mak Dizdar' Novi Travnik,Elementary,Vodovod bb,Federation Of Bosnia and Herzegovina,SBK,,44.14617837,17.61290269,38730542931,os.mak@bih.net.ba,
Osnovna Škola 'Musa ?azim ?ati?' Novi Travnik,Elementary,Trenica,Federation Of Bosnia and Herzegovina,SBK,,44.14847575,17.66956171,38730529451,skolatrenica@bih.net.ba,
Osnovna Škola 'Fra Marijan Šunji?' Novi Travnik,Elementary,Stojkovi?i,Federation Of Bosnia and Herzegovina,SBK,,44.18676556,17.68548924,38730791063,osstojkovici@net.hr,
Osnovna Škola 'Ivan Goran Kova?i?' Gojevi?i-Fojnica Fojnica,Elementary,Gojevi?i bb,Federation Of Bosnia and Herzegovina,SBK,,43.91357275,17.94488459,38730803206,os.igk-gojevici@tel.net.ba,
"Osnovna Škola 'Dubravica', Preo?ica Vitez",Elementary,Preo?ica bb,Federation Of Bosnia and Herzegovina,SBK,,44.19113512,17.8142452,38730545442,os_dubravica@yahoo.com,
Osnovna Škola 'Kaonik' Busova?a,Elementary,Kaonik bb,Federation Of Bosnia and Herzegovina,SBK,,44.1185935,17.87487899,38730736058,oskaonik@gmail.com,
"Osnovna Škola 'Kiseljak 2', Zabr?e Kiseljak",Elementary,Zabr?e bb,Federation Of Bosnia and Herzegovina,SBK,,43.83991347,18.11435722,38730596200,oskis2zabrdje@bih.net.ba,
Osnovna Škola 'Kiseljak' Kiseljak,Elementary,Josipa bana Jela?i?a 42/A,Federation Of Bosnia and Herzegovina,SBK,,43.94220162,18.07753897,38730877358,os.kiseljak@tel.net.ba,
Osnovna Škola 'Brestovsko' Kiseljak,Elementary,Dugo Polje 52,Federation Of Bosnia and Herzegovina,SBK,,44.00749747,18.02830487,38730876063,os.brestovsko1@tel.net.ba,
Osnovna Škola 'Lepenica' Kiseljak,Elementary,Kuliješ 36,Federation Of Bosnia and Herzegovina,SBK,,43.87045781,18.14587146,38730873154,os.lepenica@tel.net.ba,
Osnovna Škola 'Vitovlje' Travnik,Elementary,Vitovlje bb,Federation Of Bosnia and Herzegovina,SBK,,44.3306805,17.4941484,38730539555,osvitovlje01@hotmail.com,
Osnovna Muzi?ka Škola Novi Travnik Novi Travnik,Elementary,Mehmeda Spahe 11 C,Federation Of Bosnia and Herzegovina,SBK,,44.17032508,17.65329312,38730525533,omsnovitravnik2010@gmail.com,
Katoli?ki Školski Centar 'Petar Barbari?' - Osnovna Škola Travnik Travnik,Elementary,Školska 1,Federation Of Bosnia and Herzegovina,SBK,,44.22539641,17.66188083,38730518823,ksctr@bih.net.ba,
Osnovna Škola ''Jajce'' Jajce,Elementary,Kruš?ica bb,Federation Of Bosnia and Herzegovina,SBK,,44.12957,17.786982,38730279568,osjajcekruscica@gmail.com,
Mješovita Srednja Škola Bugojno Bugojno,High School,Zlatnih Ljiljana bb,Federation Of Bosnia and Herzegovina,SBK,,44.05502348,17.44782234,38730260112,gimnazija_bug@yahoo.com,
Srednja Stru?na  Škola Bugojno,High School,Ciglane II,Federation Of Bosnia and Herzegovina,SBK,,44.05253224,17.43733308,38730252207,srednjastrucna@yahoo.com,
Srednja Tehni?ka Škola Bugojno,High School,Ciglane II,Federation Of Bosnia and Herzegovina,SBK,,44.05238396,17.4387525,38730251915,tehskolabu@hotmail.com,
Srednja Škola 'Busova?a' Busova?a,High School,Kulina bana bb,Federation Of Bosnia and Herzegovina,SBK,,44.10086168,17.87916574,38730732042,ssbusovaca@gmail.com,
Srednja Mješovita Škola 'Zijah Dizdarevi?' Fojnica,High School,Novo naselje 7,Federation Of Bosnia and Herzegovina,SBK,,43.96068638,17.90201776,38730544370,smszijahdizdarevic@gmail.com,
Srednja Škola 'Nikola Šop' Jajce,High School,Fra Antuna Kneževi?a 27,Federation Of Bosnia and Herzegovina,SBK,,44.34301168,17.27555469,38730654174,gimnazija.nikola.sop@tel.net.ba,
Srednja Strukovna Škola 'Jajce' Jajce,High School,Berte Ku?ere 3,Federation Of Bosnia and Herzegovina,SBK,,44.34712272,17.25353151,38730654273,ss-skola-jajce@tel.net.ba,
Srednja Strukovna Škola Fojnica U Kiseljaku Kiseljak,High School,Žrtava domovinskog rata 5,Federation Of Bosnia and Herzegovina,SBK,,43.94220162,18.07753897,38730879113,srednjaskolafoj@yahoo.com,
Srednja Škola 'Ivan Goran Kova?i?' Kiseljak Kiseljak,High School,Ul. Žrtava domovinskog rata 5,Federation Of Bosnia and Herzegovina,SBK,,43.94348196,18.07979395,38730879002,srednjaskolakis@yahoo.com,
Srednja Škola 'Kreševo' Kreševo,High School,Troska 2A,Federation Of Bosnia and Herzegovina,SBK,,43.86855,18.0539,38730800202,ss.kresevo@tel.net.ba,
Mješovita Srednja Škola' Novi Travnik Novi Travnik,High School,Omladinska bb,Federation Of Bosnia and Herzegovina,SBK,,44.1694029,17.64830704,38730525407,jasmina_ntr@hotmail.com,
Srednja Glazbena Škola Jakova Gotovca Novi Travnik,High School,Ljudevita Gaja bb,Federation Of Bosnia and Herzegovina,SBK,,44.17177899,17.6578985,38730791076,sr.gl.sk.jakova.gotovca@tel.net.ba,
Srednja Škola 'Novi Travnik' Novi Travnik,High School,Ljudevita Gaja bb,Federation Of Bosnia and Herzegovina,SBK,,44.1717231,17.65731864,38730793504,ss-novi.travnik@tel.net.ba,
Mješovita Srednja Ekonomsko-Ugostiteljska Škola Travnik,High School,Školska 3,Federation Of Bosnia and Herzegovina,SBK,,44.22569446,17.6569607,38730541621,mseus@bih.net.ba,
Mješovita Srednja Škola 'Travnik' Travnik,High School,Školska 3,Federation Of Bosnia and Herzegovina,SBK,,44.22535026,17.66231183,38730511059,mss.travnik@bih.net.ba,
Mješovita Srednja Tehni?ka Škola Travnik Travnik,High School,Školska bb,Federation Of Bosnia and Herzegovina,SBK,,44.22570087,17.65685096,38730510280,psecurity@msts-travnik.net,
Srednja Škola 'Vitez' Vitez,High School,Ilije Petrovi?a bb,Federation Of Bosnia and Herzegovina,SBK,,44.15107518,17.78905149,38730711336,ss.vitez@tel.net.ba,
Mješovita Srednja Škola 'Vitez' Vitez,High School,Ilije Petrovi?a bb,Federation Of Bosnia and Herzegovina,SBK,,44.15144823,17.78892773,38730717540,mss.vitez.kruscica@tel.net.ba,
Mješovita Srednja Škola ''Gornji Vakuf' Gornji Vakuf - Uskoplje,High School,Gradska bb,Federation Of Bosnia and Herzegovina,SBK,,43.93926314,17.58144622,38730265654,mssgv@yahoo.com,
Srednja Škola 'Uskoplje' Gornji Vakuf - Uskoplje,High School,Gradska bb,Federation Of Bosnia and Herzegovina,SBK,,43.93879365,17.58111609,38730494039,sskola.uskoplje@tel.net.ba,
"Mješovita Srednja Škola, Donji Vakuf Donji Vakuf",High School,Žrtava genocida u Srebrenici,Federation Of Bosnia and Herzegovina,SBK,,44.14045112,17.40191754,38730205355,mssdvakuf@bih.net.ba,
Srednja Škola 'Travnik' Nova Bila Travnik,High School,Nova Bila,Federation Of Bosnia and Herzegovina,SBK,,44.18918591,17.73756042,38730707486,ss.travnik@tel.net.ba,
Mješovita Srednja Škola Busova?a Busova?a,High School,Kulina bana bb,Federation Of Bosnia and Herzegovina,SBK,,44.10062683,17.88044054,38730593155,mail@mssbusovaca.com.ba,
Katoli?ki Školski Centar 'Petar Barbari?' - Gimnazija Travnik Travnik,High School,Školska 1,Federation Of Bosnia and Herzegovina,SBK,,44.22536681,17.66163326,38730518823,ksctr@bih.net.ba,
El?i Ibrahim-Pašina Medresa U Travniku Travnik,High School,Mostarska bb,Federation Of Bosnia and Herzegovina,SBK,,44.229,17.67408,38730548550,medresa@gmail.com,
Osnovna škola Orašje,Elementary,XI. ulica br. 2,Federation Of Bosnia and Herzegovina,PK,,45.034693,18.689056,38731712137,osnovnaskolaorasje@gmail.com,
Ru?era Boškovi?a,Elementary,Školska 33,Federation Of Bosnia and Herzegovina,PK,,45.043871,18.66735,38731713045,os.donja.mahala@tel.net.ba,www.tel.net.ba/oskola-d.mahala
Antuna Gustava Matoša,Elementary,J.B.Jela?i?a 141,Federation Of Bosnia and Herzegovina,PK,,44.979442,18.736075,38731731332,,www.tel.net.ba/os-vidovice
Stjepana Radi?a Oštra Luka-Bok,Elementary,Filipovi?i 55,Federation Of Bosnia and Herzegovina,PK,,45.008064,18.62237,38731772029,os.stjepanaradic.ol@tel.net.ba,
Bra?e Radi?a,Elementary,Posavskih branitelja 41,Federation Of Bosnia and Herzegovina,PK,,45.06435,18.576848,38731791055,os.domaljevac@tel.net.ba,
Fra Ilije Star?evi?a,Elementary,Vladimira Nazora 192,Federation Of Bosnia and Herzegovina,PK,,45.039436,18.640624,38731754077,osnovna.skola.tolisa@tel.net.ba,
Vladimira Nazora,Elementary,Nova ulica b.b.,Federation Of Bosnia and Herzegovina,PK,,45.017157,18.327455,38731761247,os.vladimir.nazor@tel.net.ba,www.tel.net.ba/osvnazora-odzak
Fra Martina Nedi?a,High School,XI. ulica b.b.,Federation Of Bosnia and Herzegovina,PK,,45.034525,18.690321,38731712131,sskola.orasje@skor.ba,www.skor.ba
Pere Ze?evi?a,High School,?emala Bijedi?a 13,Federation Of Bosnia and Herzegovina,PK,,45.015965,18.324321,38731761865,office@sskola-odzak.edu.ba,www.sskola-odzak.edu.ba
OŠ 'Ivan Goran Kova?i?',Elementary,,Federation Of Bosnia and Herzegovina,Kanton 10,Livno,43.821578,17.004511,,,
OŠ 'Fra Lovro Karaula',Elementary,,Federation Of Bosnia and Herzegovina,Kanton 10,Livno,43.82624,16.998913,,,
Osnovna glazbena škola 'Franjo S. Vilhar',Elementary,,Federation Of Bosnia and Herzegovina,Kanton 10,,43.82522,17.007039,,,
OŠ Stjepana Radi?a Prisoje,Elementary,,Federation Of Bosnia and Herzegovina,Kanton 10,,43.690622,17.085305,,,
OŠ Ivana Mažurani?a,Elementary,,Federation Of Bosnia and Herzegovina,Kanton 10,,43.715322,17.233692,,,
OŠ Fra Mije ?ui?a Bukovica,Elementary,,Federation Of Bosnia and Herzegovina,Kanton 10,,43.604218,17.305237,,,
Osnovna glazbena škola 'Tomislavgrad',Elementary,,Federation Of Bosnia and Herzegovina,Kanton 10,,43.71931,17.225479,,,
OŠ 'Drvar',Elementary,,Federation Of Bosnia and Herzegovina,Kanton 10,,44.373262,16.387648,,,
OŠ Fra Miroslava Džaje,Elementary,,Federation Of Bosnia and Herzegovina,Kanton 10,,43.991085,17.278532,,,
OŠ 'Fra Franjo Glavini?',Elementary,,Federation Of Bosnia and Herzegovina,Kanton 10,,44.049375,16.852048,,,
OŠ 'Grahovo',Elementary,,Federation Of Bosnia and Herzegovina,Kanton 10,,44.178352,16.362112,,,
OŠ „Branko ?opi?“,Elementary,Miše Stupara 24,RS,,Banja Luka,44.771341,17.201942,38751258302,os001@skolers.org,http://www.osbrankocopic.net/
OŠ „Dositej Obradovi?“,Elementary,Mirka Kova?evi?a 27,RS,,Banja Luka,44.76193,17.187714,38751461826,,
OŠ „Zmaj Jova Jovanovi?“,Elementary,Branka Zagorca 1,RS,,Banja Luka,44.762541,17.180008,38751431770,,http://www.oszmajjovajovanovic.edu.ba/
OŠ „Petar Petrovi? Njegoš”,Elementary,Stepe Stepanovi?a 28,RS,,Banja Luka,44.761988,17.194059,38751,os004@skolers.org,http://www.osppnjegos.rs.ba/
OŠ „Branislav Nuši?“,Elementary,Manja?kih ustanika 32,RS,,Banja Luka,44.747569,17.155416,38751412020,os005@skolers.org,https://osbranislavnusic.wordpress.com/
OŠ „Ivan Goran Kova?i?“,Elementary,Marka Lipovca 1,RS,,Banja Luka,44.797113,17.206315,38751345150,,
OŠ „Sveti Sava“,Elementary,Uži?ka bb,RS,,Banja Luka,44.777748,17.168144,38751288890,os007@skolers.org,http://www.ossvetisava.edu.ba/
OŠ „Jovan Cviji?“,Elementary,?ure Jakši?a 12,RS,,Banja Luka,44.766178,17.181435,38751212374,,
OŠ „Branko Radi?evi?“,Elementary,Vojvode S.Stepanovi?a 116,RS,,Banja Luka,44.76538,17.205805,38751436825,os009@skolers.org,http://brankoradicevic-bl.rs.ba/
OŠ „Ivo Andri?“,Elementary,Branka Radi?evi?a 16,RS,,Banja Luka,44.773685,17.187647,38751213196,os010@skolers.rs,http://osivoandric.org/
OŠ „Aleksa Šanti?“,Elementary,Trive Amelice 24,RS,,Banja Luka,44.785952,17.200237,38751327451,,http://skolasantic.com/
OŠ „Vuk S. Karadži?“,Elementary,Save Kova?evi?a bb,RS,,Banja Luka,44.769226,17.20503,38751254071,,
OŠ „Borisav Stankovi?“,Elementary,Ivana Kosan?i?a 2,RS,,Banja Luka,44.804969,17.210423,38751371126,,http://www.osbs.rs.sr/
OŠ „Georgi S. Rakovski“,Elementary,Dragiše Vasi?a 29,RS,,Banja Luka,44.77889,17.194085,38751309658,,http://www.georgistojkovrakovski.rs.ba/
OŠ „Mladen Stojanovi?“,Elementary,Bronzani Majdan bb,RS,,Bronzani Majdan,44.91308,17.305263,38751535517,os054@teol.net,http://osmladenstojanovic.com
OŠ „Miroslav Anti?“,Elementary,Bistrica bb,RS,,Bistrica,44.813971,17.051347,38751277057,,
OŠ „Janko Veselinovi?“,Elementary,Mišin Han bb,RS,,Donja Ivanjska,44.903316,17.113226,38751,,
OŠ „Desanka Maksimovi?“,Elementary,Drago?aj bb,RS,,Drago?aj,44.854685,17.160939,38751392166,,
